4.779888	1.093802	1.000000
19.028288	0.637393	1.000000
27.277361	0.659947	1.000000
35.526276	0.683203	1.000000
43.792142	1.129456	1.000000
54.040855	0.744475	1.000000
64.289726	0.439815	1.000000
74.538427	1.039115	1.000000
86.787015	1.078285	1.000000
95.036145	0.957131	1.000000
103.285171	0.852092	1.000000
119.533278	0.627891	1.000000
131.781910	0.691520	1.000000
140.047564	0.753537	1.000000
150.296428	0.473035	1.000000
158.545476	0.455727	1.000000
168.794243	0.414905	1.000000
181.042910	0.454466	1.000000
189.291846	0.485224	1.000000
197.540938	0.628457	1.000000
207.789743	0.611490	1.000000
218.038616	0.410517	1.000000
228.287560	0.489747	1.000000
236.536571	0.504359	1.000000
248.785072	0.711971	1.000000
257.034226	0.518794	1.000000
267.299668	0.525497	1.000000
277.548445	0.924733	1.000000
291.796749	0.740310	1.000000
302.045583	0.507318	1.000000
310.294703	0.458264	1.000000
320.543501	0.537693	1.000000
330.792203	0.424913	1.000000
343.040864	0.496118	1.000000
351.289942	0.447129	1.000000
361.538751	0.542011	1.000000
