4.779888	1.093802	0.000000
19.028288	0.637393	0.000000
27.277361	0.659947	0.000000
35.526276	0.683203	0.000000
43.792142	1.129456	0.000000
54.040855	0.744475	0.000000
64.289726	0.439815	0.000000
74.538427	1.039115	0.000000
86.787015	1.078285	0.000000
95.036145	0.957131	0.000000
103.285171	0.852092	0.000000
119.533278	0.627891	0.000000
131.781910	0.691520	0.000000
140.047564	0.753537	0.000000
150.296428	0.473035	0.000000
158.545476	0.455727	0.000000
168.794243	0.414905	0.000000
181.042910	0.454466	0.000000
189.291846	0.485224	0.000000
197.540938	0.628457	0.000000
207.789743	0.611490	0.000000
218.038616	0.410517	0.000000
228.287560	0.489747	0.000000
236.536571	0.504359	0.000000
248.785072	0.711971	0.000000
257.034226	0.518794	0.000000
267.299668	0.525497	0.000000
277.548445	0.924733	0.000000
291.796749	0.740310	0.000000
302.045583	0.507318	0.000000
310.294703	0.458264	0.000000
320.543501	0.537693	0.000000
330.792203	0.424913	0.000000
343.040864	0.496118	0.000000
351.289942	0.447129	0.000000
361.538751	0.542011	0.000000
