4.782277	1.033415	-0.448937
15.031091	1.080664	-0.448937
25.279844	0.591955	-0.148937
33.528956	0.334642	-0.238937
43.777772	0.573820	-0.001937
56.026467	0.549395	0.163963
64.275401	0.676418	0.280093
78.523778	0.483848	0.361384
86.772812	0.474728	-0.448937
103.020974	0.458618	-0.148937
113.286596	0.849160	0.061063
121.535480	0.432155	-0.091937
131.784328	0.599068	0.118287
142.033102	0.502362	0.248120
150.282144	0.389360	0.339003
160.530964	0.404504	-0.199037
174.779411	1.084141	0.102621
183.028375	0.387013	0.237153
191.277478	0.569969	0.331326
199.526409	0.456959	0.097247
209.775342	0.375931	0.233392
222.023877	0.375459	0.028693
230.273020	0.590340	0.185404
238.538623	0.732964	0.295102
246.787781	0.539490	0.071890
259.036289	0.490919	-0.274007
273.284666	0.530682	-0.084358
285.533219	0.466227	-0.193732
295.782099	0.665047	0.029706
310.030413	0.385067	0.186113
322.279023	0.848405	-0.004402
330.527989	0.519256	-0.137763
340.776782	0.838506	-0.326486
349.025892	0.517322	-0.063222
357.274968	0.532099	-0.231115
365.524055	0.827112	0.121064
