4.779888	1.093802	-0.643586
19.028288	0.637393	-0.643586
27.277361	0.659947	-0.343586
35.526276	0.683203	-0.133586
43.792142	1.129456	-0.286586
54.040855	0.744475	-0.393686
64.289726	0.439815	-0.168656
74.538427	1.039115	-0.011135
86.787015	1.078285	0.099130
95.036145	0.957131	-0.123685
103.285171	0.852092	0.020345
119.533278	0.627891	-0.178834
131.781910	0.691520	-0.018260
140.047564	0.753537	0.094142
150.296428	0.473035	0.172824
158.545476	0.455727	0.227901
168.794243	0.414905	0.266455
181.042910	0.454466	0.293443
189.291846	0.485224	0.312334
197.540938	0.628457	0.325558
207.789743	0.611490	0.334815
218.038616	0.410517	0.041295
228.287560	0.489747	0.135831
236.536571	0.504359	-0.097994
248.785072	0.711971	0.038328
257.034226	0.518794	0.133754
267.299668	0.525497	0.200552
277.548445	0.924733	0.247311
291.796749	0.740310	-0.019958
302.045583	0.507318	0.092953
310.294703	0.458264	0.171992
320.543501	0.537693	0.227318
330.792203	0.424913	-0.033953
343.040864	0.496118	0.083157
351.289942	0.447129	-0.134866
361.538751	0.542011	-0.287482
