10.512504	1.750000	1.000000
22.761109	1.750000	1.000000
31.010089	1.750000	1.000000
39.275874	1.750000	1.000000
47.524961	1.750000	1.000000
57.773596	1.750000	1.000000
70.022262	1.750000	1.000000
80.271100	1.750000	1.000000
90.519876	1.750000	1.000000
98.768893	1.750000	1.000000
111.017523	1.750000	1.000000
127.265700	1.750000	1.000000
135.531325	1.750000	1.000000
145.780222	1.750000	1.000000
154.029221	1.750000	1.000000
162.278382	1.750000	1.000000
176.526608	1.750000	1.000000
184.775700	1.750000	1.000000
193.024702	1.750000	1.000000
201.273736	1.750000	1.000000
211.522573	1.750000	1.000000
221.771412	1.750000	1.000000
232.020250	1.750000	1.000000
244.268840	1.750000	1.000000
252.517751	1.750000	1.000000
262.783371	1.750000	1.000000
273.032238	1.750000	1.000000
283.281087	1.750000	1.000000
295.529589	1.750000	1.000000
305.778408	1.750000	1.000000
316.027223	1.750000	1.000000
326.276085	1.750000	1.000000
336.524843	1.750000	1.000000
346.773691	1.750000	1.000000
355.022776	1.750000	1.000000
365.271567	1.750000	1.000000
