10.031398	1.000000	1.000000
53.646760	1.000000	1.000000
98.416327	1.000000	1.000000
111.401054	1.000000	1.000000
122.931836	1.000000	1.000000
151.040282	1.000000	1.000000
158.493584	1.000000	1.000000
187.186777	1.000000	1.000000
197.230251	1.000000	1.000000
253.580773	1.000000	1.000000
287.738650	1.000000	1.000000
294.389760	1.000000	1.000000
308.945291	1.000000	1.000000
329.500195	1.000000	1.000000
343.454120	1.000000	1.000000
401.977128	1.000000	1.000000
408.427670	1.000000	1.000000
431.088212	1.000000	1.000000
454.584272	1.000000	1.000000
510.884654	1.000000	1.000000
