2.025561	1.000000	1.000000
17.984832	1.000000	1.000000
38.456167	1.000000	1.000000
45.993093	1.000000	1.000000
68.686983	1.000000	1.000000
89.258594	1.000000	1.000000
130.468589	1.000000	1.000000
171.545039	1.000000	1.000000
203.881377	1.000000	1.000000
220.542512	1.000000	1.000000
231.087345	1.000000	1.000000
239.025233	1.000000	1.000000
262.721820	1.000000	1.000000
278.280079	1.000000	1.000000
355.101912	1.000000	1.000000
368.053174	1.000000	1.000000
374.487013	1.000000	1.000000
388.440930	1.000000	1.000000
492.719491	1.000000	1.000000
523.050543	1.000000	1.000000
